Feature,Score,P_value
Feature_2445,7.325718,0.0068414155
Feature_10386,7.325322,0.0068429178
Feature_10384,7.324753,0.00684508
Feature_10394,7.3172317,0.0068737045
Feature_12255,7.3143034,0.006884882
Feature_18129,7.3142004,0.0068852757
Feature_10546,7.304617,0.00692199
Feature_18231,7.3041363,0.006923836
Feature_12261,7.3024015,0.0069305054
Feature_18381,7.2993727,0.006942165
Feature_12253,7.2908745,0.0069749863
Feature_12259,7.286587,0.0069916043
Feature_10410,7.2849793,0.0069978475
Feature_10412,7.284454,0.006999889
Feature_12243,7.281213,0.007012494
Feature_18271,7.270907,0.0070527294
Feature_15713,7.26953,0.0070581236
Feature_10396,7.263145,0.007083189
Feature_10406,7.260784,0.00709248
Feature_15715,7.2592006,0.0070987195
Feature_15761,7.255447,0.0071135308
Feature_12157,7.2542224,0.0071183695
Feature_18745,7.240361,0.0071733766
Feature_18703,7.2372975,0.0071855932
Feature_18719,7.2356606,0.0071921297
Feature_18761,7.2354727,0.0071928804
Feature_1861,7.2163982,0.0072695
Feature_15649,7.2160664,0.0072708405
Feature_10566,7.2112083,0.007290491
Feature_10392,7.2104454,0.007293582
Feature_1607,7.207492,0.007305561
Feature_12167,7.2027664,0.007324768
Feature_18705,7.1986394,0.007341585
Feature_18273,7.192876,0.007365137
Feature_12153,7.1865687,0.0073909983
Feature_18747,7.1857758,0.0073942565
Feature_12177,7.1747117,0.007439868
Feature_18313,7.1742635,0.007441722
Feature_18061,7.174031,0.007442685
Feature_1563,7.173078,0.007446627
Feature_12151,7.1726575,0.0074483682
Feature_10550,7.1714234,0.0074534793
Feature_18171,7.160527,0.0074987654
Feature_12155,7.160497,0.0074988906
Feature_12179,7.156031,0.0075175334
Feature_12171,7.155317,0.0075205197
Feature_12161,7.1495004,0.0075448807
Feature_12173,7.148899,0.0075474037
Feature_10390,7.1446176,0.0075653936
Feature_1877,7.131329,0.0076215086
Feature_10380,7.1173177,0.0076811374
Feature_12169,7.1157565,0.007687811
Feature_12159,7.112906,0.007700011
Feature_18063,7.1117268,0.007705064
Feature_12175,7.109256,0.007715663
Feature_17445,7.1084495,0.0077191247
Feature_18315,7.1037426,0.0077393646
Feature_15691,7.0912924,0.0077931643
Feature_18355,7.079921,0.007842638
Feature_2447,7.076003,0.007859755
Feature_17459,7.0736456,0.007870075
Feature_17443,7.071188,0.007880848
Feature_15801,7.0697117,0.007887326
Feature_10408,7.045238,0.007995521
Feature_1863,7.041341,0.00801289
Feature_18213,7.039767,0.008019916
Feature_18103,7.0241585,0.008089928
Feature_18721,7.0233774,0.008093448
Feature_18725,7.019487,0.008111005
Feature_18357,7.016885,0.008122768
Feature_18767,7.0142975,0.008134482
Feature_18763,7.012148,0.008144229
Feature_10374,7.0084653,0.0081609525
Feature_15843,7.0026703,0.008187341
Feature_18233,7.0023494,0.008188804
Feature_2485,6.9965005,0.008215531
Feature_15898,6.99202,0.008236065
Feature_10400,6.991374,0.00823903
Feature_18711,6.9910774,0.0082403915
Feature_1517,6.9878345,0.008255295
Feature_10376,6.9864817,0.00826152
Feature_15884,6.9817405,0.008283376
Feature_18723,6.9811854,0.008285938
Feature_18765,6.979679,0.008292896
Feature_18235,6.9781313,0.008300052
Feature_15845,6.9757733,0.008310966
Feature_18753,6.972648,0.008325454
Feature_15803,6.968858,0.00834306
Feature_15880,6.9652753,0.008359735
Feature_10583,6.964538,0.008363171
Feature_15755,6.962971,0.008370478
Feature_18105,6.960603,0.008381533
Feature_18769,6.960193,0.008383449
Feature_18727,6.956611,0.008400205
Feature_15890,6.9552045,0.008406795
Feature_15916,6.953943,0.008412709
Feature_16811,6.9531174,0.008416581
Feature_15914,6.952616,0.008418933
Feature_15894,6.950528,0.008428738
Feature_16757,6.9501615,0.008430461
Feature_10404,6.949999,0.008431226
Feature_6073,6.946071,0.008449708
Feature_18729,6.9456577,0.0084516555
Feature_2661,6.9454,0.008452869
Feature_16769,6.942514,0.008466482
Feature_15910,6.94209,0.008468484
Feature_16809,6.9397254,0.008479656
Feature_18713,6.937506,0.0084901545
Feature_18771,6.933532,0.008508988
Feature_15906,6.9321103,0.008515737
Feature_15904,6.9302144,0.008524745
Feature_16753,6.930052,0.008525518
Feature_18755,6.9299855,0.008525833
Feature_2701,6.929669,0.0085273385
Feature_10579,6.927977,0.008535387
Feature_15892,6.9264,0.008542896
Feature_15878,6.9262094,0.008543805
Feature_18749,6.9237795,0.008555391
Feature_18707,6.92343,0.008557058
Feature_16767,6.922008,0.008563846
Feature_10565,6.9218144,0.008564771
Feature_18751,6.9215956,0.008565817
Feature_10563,6.9212275,0.008567575
Feature_10581,6.9202895,0.008572058
Feature_18773,6.915279,0.008596047
Feature_15888,6.911473,0.008614315
Feature_15896,6.911462,0.008614367
Feature_18731,6.9098406,0.00862216
Feature_18275,6.908448,0.008628859
Feature_18709,6.9048924,0.008645991
Feature_15876,6.903229,0.008654016
Feature_15902,6.900399,0.00866769
Feature_15900,6.8954415,0.0086916955
Feature_18145,6.894915,0.008694248
Feature_15757,6.8939586,0.008698889
Feature_10577,6.891203,0.008712273
Feature_18277,6.88688,0.008733313
Feature_16739,6.886864,0.008733389
Feature_16751,6.8849807,0.008742572
Feature_16749,6.8819265,0.008757483
Feature_10573,6.880589,0.008764022
Feature_16851,6.8780723,0.008776339
Feature_15882,6.877829,0.008777529
Feature_1519,6.877558,0.008778856
Feature_10378,6.8771443,0.008780884
Feature_15886,6.8752294,0.008790272
Feature_15912,6.874261,0.008795024
Feature_16747,6.872414,0.008804093
Feature_2717,6.8720274,0.008805994
Feature_16941,6.860532,0.008862672
Feature_16755,6.8580523,0.008874947
Feature_10559,6.855201,0.008889084
Feature_1387,6.8542924,0.008893592
Feature_16737,6.8541074,0.0088945115
Feature_10575,6.852812,0.008900946
Feature_15908,6.851029,0.008909809
Feature_18317,6.85101,0.0089099035
Feature_16983,6.849837,0.00891574
Feature_16981,6.8485975,0.00892191
Feature_18239,6.84684,0.008930669
Feature_16853,6.8447585,0.0089410525
Feature_16939,6.842002,0.008954823
Feature_18147,6.8404293,0.008962688
Feature_18237,6.835275,0.008988517
Feature_1327,6.833609,0.0089968825
Feature_16955,6.8332973,0.00899845
Feature_16997,6.83284,0.009000747
Feature_15464,6.832057,0.009004683
Feature_16897,6.8313913,0.00900803
Feature_16899,6.827084,0.009029723
Feature_16913,6.8128657,0.0091017075
Feature_15460,6.8084073,0.009124401
Feature_18319,6.792725,0.009204685
Feature_15711,6.7870245,0.0092340475
Feature_15709,6.78513,0.009243826
Feature_18279,6.7756824,0.009292754
Feature_18281,6.775643,0.009292959
Feature_2563,6.768541,0.009329915
Feature_18359,6.756196,0.009394511
Feature_18187,6.7543516,0.009404201
Feature_10561,6.752458,0.00941416
Feature_15486,6.7503963,0.009425017
Feature_15490,6.7485886,0.009434545
Feature_18361,6.740961,0.009474861
Feature_18740,6.739679,0.009481656
Feature_15456,6.738487,0.009487978
Feature_18710,6.738032,0.009490391
Feature_18698,6.737449,0.009493483
Feature_18770,6.7372866,0.009494347
Feature_18752,6.737245,0.009494567
Feature_15494,6.7365627,0.00949819
Feature_18728,6.7362366,0.009499922
Feature_18694,6.7336392,0.009513728
Feature_18189,6.7335906,0.009513987
Feature_15468,6.7335467,0.00951422
Feature_18706,6.7332153,0.009515983
Feature_18732,6.7320027,0.009522437
Feature_15472,6.7304163,0.009530888
Feature_18690,6.729763,0.00953437
Feature_18744,6.726359,0.0095525365
Feature_18748,6.7260075,0.009554414
Feature_18323,6.723269,0.009569056
Feature_18702,6.720223,0.00958537
Feature_18736,6.719527,0.009589103
Feature_15478,6.7187176,0.009593444
Feature_18772,6.7169714,0.009602817
Feature_15484,6.7167807,0.009603841
Feature_18730,6.7141643,0.009617905
Feature_15476,6.704397,0.009670591
Feature_10398,6.7028403,0.009679017
Feature_18067,6.7023253,0.009681805
Feature_18718,6.6985874,0.009702071
Feature_18321,6.6981606,0.009704387
Feature_15482,6.697341,0.009708838
Feature_18724,6.695095,0.009721044
Feature_18760,6.694922,0.009721985
Feature_18758,6.6940703,0.009726618
Feature_18766,6.6924357,0.009735517
Feature_18716,6.6909027,0.009743871
Feature_18712,6.690192,0.009747745
Feature_18754,6.6899085,0.009749292
Feature_15474,6.6891108,0.0097536445
Feature_15496,6.6885786,0.009756549
Feature_18762,6.68759,0.009761946
Feature_18720,6.6848125,0.009777129
Feature_18708,6.684801,0.009777191
Feature_18722,6.6833844,0.009784944
Feature_18764,6.6818824,0.009793172
Feature_15470,6.6773143,0.009818236
Feature_18726,6.674972,0.009831114
Feature_18750,6.674477,0.009833837
Feature_18704,6.6706796,0.009854757
Feature_18756,6.668666,0.00986587
Feature_18363,6.666868,0.0098758
Feature_18768,6.6667547,0.009876427
Feature_15480,6.6646676,0.009887971
Feature_18714,6.664146,0.009890858
Feature_18746,6.6620364,0.009902543
Feature_10382,6.6604857,0.009911141
Feature_18065,6.6571107,0.009929882
Feature_18365,6.651703,0.009959986
Feature_18696,6.6507134,0.0099655045
Feature_1371,6.6479125,0.009981142
Feature_18738,6.6476283,0.009982731
Feature_15458,6.6334834,0.010062101
Feature_18734,6.6334047,0.010062545
Feature_18692,6.6300273,0.010081593
Feature_15492,6.629609,0.010083954
Feature_15797,6.6293807,0.010085244
Feature_15488,6.6262136,0.010103146
Feature_2487,6.614658,0.010168741
Feature_18742,6.6089215,0.010201465
Feature_2565,6.601926,0.010241521
Feature_18700,6.6000237,0.0102524385
Feature_1835,6.5979986,0.010264077
Feature_1565,6.5844307,0.010342399
Feature_1821,6.584042,0.0103446515
Feature_16735,6.573494,0.010405978
Feature_18107,6.571693,0.010416486
Feature_16733,6.5682225,0.010436766
Feature_2703,6.5678744,0.010438803
Feature_2743,6.5656166,0.010452021
Feature_18109,6.55725,0.010501152
Feature_15462,6.5538845,0.010520982
Feature_15799,6.5496726,0.010545853
Feature_2545,6.5429616,0.010585606
Feature_15466,6.5402017,0.010601999
Feature_15735,6.538654,0.010611204
Feature_16763,6.533414,0.010642427
Feature_1389,6.5331883,0.010643774
Feature_1819,6.523206,0.010703523
Feature_2759,6.522737,0.01070634
Feature_15839,6.5225816,0.010707273
Feature_2589,6.51508,0.010752418
Feature_16805,6.5034814,0.0108226035
Feature_18071,6.5014324,0.010835051
Feature_15841,6.484622,0.010937731
Feature_16847,6.4785013,0.010975364
Feature_15491,6.4741864,0.011001974
Feature_4057,6.4719896,0.011015547
Feature_15495,6.4701467,0.011026948
Feature_18151,6.468523,0.011037001
Feature_15751,6.4647064,0.011060671
Feature_15506,6.462613,0.011073675
Feature_15911,6.4598694,0.011090743
Feature_15753,6.458351,0.0111002
Feature_15915,6.456179,0.011113743
Feature_12058,6.4561543,0.011113898
Feature_16807,6.4556475,0.011117061
Feature_15917,6.4530044,0.011133569
Feature_18149,6.452725,0.011135316
Feature_15497,6.4526496,0.011135787
Feature_15487,6.4515977,0.011142366
Feature_18069,6.4511867,0.011144937
Feature_2525,6.4509935,0.011146146
Feature_15479,6.4463234,0.01117541
Feature_15477,6.444617,0.011186124
Feature_16765,6.4392686,0.011219767
Feature_15502,6.4364977,0.0112372385
Feature_2489,6.428766,0.011286139
Feature_15897,6.427433,0.011294589
Feature_12016,6.4264665,0.011300722
Feature_15532,6.423444,0.011319923
Feature_12062,6.4233665,0.011320415
Feature_15489,6.4229293,0.011323195
Feature_15907,6.42104,0.011335217
Feature_16849,6.4161267,0.011366544
Feature_15909,6.4119916,0.011392978
Feature_9164,6.405433,0.011435033
Feature_12191,6.4049954,0.011437845
Feature_11936,6.40221,0.011455758
Feature_15528,6.4017444,0.011458756
Feature_10413,6.4014425,0.0114607
Feature_15913,6.4008846,0.011464293
Feature_12088,6.3932986,0.011513264
Feature_11932,6.393002,0.011515183
Feature_4479,6.392961,0.011515449
Feature_15510,6.39246,0.011518692
Feature_15498,6.3921294,0.011520831
Feature_15520,6.391956,0.011521955
Feature_18113,6.39063,0.011530544
Feature_15536,6.3884263,0.01154483
Feature_15493,6.387766,0.011549116
Feature_15514,6.3834915,0.011576892
Feature_4521,6.382107,0.011585905
Feature_15526,6.380043,0.011599352
Feature_15899,6.378856,0.011607092
Feature_1521,6.3769636,0.011619445
Feature_10513,6.376855,0.011620155
Feature_15538,6.3681173,0.011677367
Feature_15518,6.366633,0.011687115
Feature_18193,6.3583016,0.011741983
Feature_12070,6.3568106,0.011751831
Feature_15516,6.354526,0.011766936
Feature_18191,6.3515935,0.011786354
Feature_15524,6.3480177,0.011810076
Feature_15512,6.346203,0.011822135
Feature_12020,6.3452096,0.01182874
Feature_9190,6.344693,0.011832176
Feature_11894,6.343367,0.011841003
Feature_10515,6.3425984,0.011846122
Feature_18111,6.3336935,0.0119055975
Feature_11890,6.3299127,0.011930943
Feature_15522,6.3265514,0.0119535215
Feature_10529,6.323805,0.011972004
Feature_9194,6.316706,0.012019909
Feature_12028,6.3155193,0.012027937
Feature_10409,6.3150225,0.0120313
Feature_12084,6.314496,0.012034863
Feature_11944,6.3100877,0.01206475
Feature_12046,6.3092985,0.012070108
Feature_10395,6.309167,0.012071002
Feature_12092,6.3084188,0.0120760845
Feature_15500,6.3054028,0.012096596
Feature_2801,6.3031693,0.012111808
Feature_15534,6.3002353,0.012131821
Feature_15530,6.2932987,0.012179272
Feature_12042,6.292515,0.012184647
Feature_10405,6.2904496,0.012198817
Feature_6115,6.2883744,0.012213074
Feature_18155,6.287014,0.012222429
Feature_12074,6.2833085,0.012247948
Feature_12054,6.282655,0.012252456
Feature_11962,6.281722,0.01225889
Feature_4437,6.280018,0.0122706555
Feature_10411,6.277898,0.012285308
Feature_11902,6.2663937,0.0123651335
Feature_10397,6.264935,0.012375293
Feature_15473,6.2638097,0.012383137
Feature_11958,6.260975,0.012402918
Feature_18153,6.2598066,0.012411079
Feature_11906,6.255996,0.0124377385
Feature_12066,6.2539077,0.012452375
Feature_11948,6.2533913,0.012455997
Feature_11920,6.249731,0.0124817
Feature_12268,6.248703,0.012488929
Feature_15504,6.2482257,0.012492286
Feature_11916,6.2458377,0.012509098
Feature_10391,6.2436967,0.012524192
Feature_10415,6.2436132,0.012524781
Feature_12050,6.2403393,0.012547898
Feature_15508,6.237773,0.01256605
Feature_2785,6.236463,0.012575326
Feature_12032,6.235394,0.012582901
Feature_12272,6.2344546,0.012589561
Feature_15475,6.232922,0.012600434
Feature_12082,6.2319007,0.012607686
Feature_11966,6.231614,0.012609722
Feature_12012,6.230049,0.012620844
Feature_12280,6.2268248,0.012643791
Feature_2745,6.225294,0.012654698
Feature_12187,6.2186465,0.012702185
Feature_12024,6.215112,0.012727506
Feature_10804,6.2134504,0.01273943
Feature_15537,6.2115083,0.01275338
Feature_12298,6.2098427,0.012765356
Feature_11924,6.204332,0.012805063
Feature_15777,6.202313,0.012819642
Feature_10407,6.201882,0.012822757
Feature_12185,6.201202,0.012827672
Feature_15533,6.200852,0.0128302025
Feature_18197,6.2003436,0.012833879
Feature_12094,6.199276,0.012841605
Feature_15539,6.195807,0.012866738
Feature_15519,6.1932626,0.0128852045
Feature_1777,6.1905904,0.012904629
Feature_1475,6.1898317,0.012910149
Feature_12264,6.1870685,0.012930275
Feature_15529,6.183582,0.012955716
Feature_12076,6.181269,0.012972619
Feature_12080,6.180677,0.012976952
Feature_18195,6.179445,0.01298597
Feature_12040,6.1744504,0.01302259
Feature_15521,6.1724157,0.013037539
Feature_12284,6.169587,0.01305835
Feature_11886,6.168399,0.013067104
Feature_11928,6.1662326,0.013083076
Feature_15893,6.165915,0.01308542
Feature_9184,6.1651216,0.013091276
Feature_12068,6.1638684,0.013100531
Feature_12294,6.161154,0.013120603
Feature_2527,6.156498,0.013155102
Feature_12052,6.155781,0.013160424
Feature_11898,6.1551127,0.013165384
Feature_11940,6.1532946,0.013178892
Feature_4563,6.1497593,0.013205199
Feature_9186,6.148864,0.013211871
Feature_15531,6.1477284,0.013220335
Feature_18320,6.1451316,0.013239716
Feature_18362,6.1438956,0.013248951
Feature_9176,6.143501,0.013251903
Feature_18282,6.141559,0.0132664265
Feature_18324,6.1405597,0.013273909
Feature_18240,6.1397243,0.013280166
Feature_12276,6.138122,0.013292176
Feature_10808,6.1379123,0.01329375
Feature_18298,6.1375213,0.013296682
Feature_11956,6.136889,0.013301427
Feature_18366,6.1362786,0.013306008
Feature_18256,6.1337333,0.013325131
Feature_12189,6.1335664,0.013326386
Feature_18236,6.1326737,0.0133331
Feature_12038,6.1322,0.013336666
Feature_18278,6.1318855,0.013339031
Feature_18340,6.128716,0.013362908
Feature_15535,6.1260724,0.013382857
Feature_18234,6.1259737,0.013383603
Feature_2843,6.1251583,0.0133897625
Feature_15895,6.1240587,0.013398074
Feature_18382,6.12156,0.0134169785
Feature_18326,6.121358,0.01341851
Feature_11914,6.119695,0.013431107
Feature_18284,6.1195874,0.013431923
Feature_18276,6.119366,0.013433601
Feature_18360,6.117913,0.013444625
Feature_1793,6.1169753,0.01345174
Feature_10814,6.116954,0.013451903
Feature_12310,6.1166744,0.013454025
Feature_9160,6.1164193,0.013455962
Feature_18384,6.1160674,0.013458635
Feature_18342,6.115968,0.013459388
Feature_18300,6.1158223,0.013460496
Feature_18368,6.114848,0.0134678995
Feature_18318,6.1138134,0.013475767
Feature_18242,6.1135607,0.01347769
Feature_18302,6.1117086,0.013491785
Feature_18260,6.1111503,0.0134960385
Feature_18258,6.1110654,0.013496685
Feature_18270,6.1110115,0.013497096
Feature_12302,6.1109324,0.013497698
Feature_12034,6.110639,0.013499932
Feature_18370,6.11036,0.013502059
Feature_18386,6.1101108,0.013503959
Feature_18328,6.1099324,0.013505319
Feature_18228,6.1090374,0.013512143
Feature_18344,6.1087275,0.013514508
Feature_18244,6.1081905,0.013518604
Feature_18390,6.107319,0.013525257
Feature_18286,6.1051474,0.013541847
Feature_18346,6.1050816,0.013542349
Feature_18348,6.1045113,0.01354671
Feature_18306,6.1014576,0.013570082
Feature_18308,6.1013784,0.013570689
Feature_18372,6.101364,0.013570799
Feature_18288,6.1013255,0.013571094
Feature_12026,6.100913,0.013574255
Feature_18374,6.100761,0.013575421
Feature_18312,6.1003647,0.013578458
Feature_18290,6.099727,0.013583345
Feature_18248,6.09888,0.013589845
Feature_11926,6.098353,0.013593888
Feature_18304,6.0979104,0.013597284
Feature_10393,6.097764,0.013598409
Feature_18332,6.0976653,0.013599166
Feature_18246,6.097595,0.013599704
Feature_12056,6.097247,0.013602377
Feature_18354,6.097143,0.013603175
Feature_18264,6.0969443,0.013604702
Feature_18388,6.0960817,0.01361133
Feature_18266,6.094369,0.013624499
Feature_18296,6.0940056,0.0136272935
Feature_11942,6.0931997,0.013633495
Feature_18232,6.091578,0.013645984
Feature_18392,6.0913754,0.013647546
Feature_18238,6.091319,0.01364798
Feature_18262,6.0913105,0.013648046
Feature_18394,6.0908065,0.013651931
Feature_12078,6.08983,0.0136594605
Feature_18358,6.08954,0.013661697
Feature_18274,6.089377,0.013662955
Feature_18350,6.0891805,0.01366447
Feature_10822,6.088876,0.013666822
Feature_18352,6.088864,0.013666913
Feature_18330,6.0887356,0.013667903
Feature_18380,6.0885453,0.013669372
Feature_18334,6.0883164,0.013671138
Feature_18316,6.0881267,0.013672603
Feature_18376,6.0872498,0.013679375
Feature_18364,6.087138,0.013680237
Feature_10800,6.0871363,0.013680251
Feature_18378,6.086501,0.013685158
Feature_18280,6.0861516,0.01368786
Feature_12072,6.085588,0.013692217
Feature_18322,6.085522,0.013692725
Feature_18310,6.085253,0.013694809
Feature_18268,6.083314,0.013709811
Feature_11912,6.082678,0.013714736
