Feature,Score,P_value
Feature_26558,8.206288,0.0042076684
Feature_27102,8.206288,0.0042076684
Feature_26940,8.206276,0.004207697
Feature_25360,8.206248,0.004207761
Feature_27186,8.205816,0.00420876
Feature_27060,8.205798,0.004208802
Feature_24922,8.20564,0.004209168
Feature_25150,8.205507,0.0042094747
Feature_25846,8.205487,0.0042095208
Feature_27242,8.205426,0.004209662
Feature_24964,8.2053585,0.004209819
Feature_27200,8.205346,0.004209847
Feature_24754,8.205329,0.004209887
Feature_25762,8.20529,0.0042099776
Feature_26730,8.205267,0.00421003
Feature_26642,8.2052355,0.0042101033
Feature_26600,8.205235,0.004210105
Feature_26562,8.205216,0.004210147
Feature_26772,8.205166,0.004210264
Feature_24670,8.20511,0.0042103943
Feature_25888,8.205085,0.0042104516
Feature_16950,8.20504,0.0042105555
Feature_25720,8.205034,0.0042105685
Feature_27024,8.204909,0.0042108577
Feature_26646,8.204781,0.004211155
Feature_24712,8.20446,0.004211897
Feature_24818,8.204437,0.0042119497
Feature_24586,8.204436,0.004211952
Feature_25006,8.204429,0.0042119697
Feature_25426,8.204404,0.004212027
Feature_24544,8.204392,0.0042120535
Feature_24628,8.204358,0.004212133
Feature_26898,8.204341,0.0042121727
Feature_24880,8.204336,0.004212184
Feature_25552,8.204295,0.004212279
Feature_24502,8.204282,0.0042123096
Feature_26814,8.204276,0.0042123226
Feature_24838,8.204231,0.0042124265
Feature_25048,8.20423,0.004212429
Feature_25390,8.204213,0.0042124684
Feature_25636,8.204195,0.0042125103
Feature_25384,8.204165,0.0042125788
Feature_27150,8.204158,0.0042125965
Feature_26688,8.204148,0.0042126183
Feature_26982,8.204116,0.004212694
Feature_27174,8.204109,0.004212709
Feature_24796,8.204086,0.004212762
Feature_26856,8.20404,0.0042128703
Feature_25804,8.204034,0.0042128833
Feature_27066,8.204011,0.0042129364
Feature_25468,8.204009,0.004212941
Feature_27108,8.204006,0.0042129476
Feature_23746,8.204001,0.0042129583
Feature_27090,8.203981,0.004213005
Feature_25678,8.2039795,0.004213009
Feature_25432,8.203967,0.004213038
Feature_25222,8.203939,0.004213102
Feature_25594,8.203875,0.004213252
Feature_27192,8.203872,0.0042132586
Feature_25348,8.203865,0.004213274
Feature_26684,8.203862,0.004213281
Feature_25516,8.203596,0.0042138966
Feature_24376,8.203578,0.0042139385
Feature_23494,8.203576,0.004213943
Feature_23788,8.203531,0.004214047
Feature_25306,8.203527,0.004214056
Feature_26604,8.203497,0.004214126
Feature_23662,8.20349,0.004214142
Feature_25264,8.20346,0.0042142123
Feature_24334,8.203381,0.004214396
Feature_26726,8.203349,0.0042144684
Feature_27132,8.203331,0.0042145103
Feature_27158,8.203289,0.0042146076
Feature_27216,8.20316,0.0042149057
Feature_27116,8.203142,0.0042149476
Feature_24460,8.203106,0.004215032
Feature_25474,8.203103,0.0042150384
Feature_27074,8.2030735,0.004215107
Feature_23872,8.20307,0.0042151157
Feature_27234,8.203054,0.004215151
Feature_24418,8.20302,0.0042152307
Feature_26810,8.203007,0.0042152614
Feature_27188,8.203003,0.0042152703
Feature_23620,8.202977,0.00421533
Feature_27032,8.202923,0.0042154556
Feature_24124,8.202884,0.0042155464
Feature_26990,8.202878,0.0042155595
Feature_26768,8.202861,0.0042155995
Feature_24292,8.202852,0.004215619
Feature_23726,8.202822,0.00421569
Feature_26880,8.202777,0.0042157937
Feature_26436,8.202758,0.004215838
Feature_23200,8.202715,0.004215937
Feature_23704,8.202713,0.0042159418
Feature_26394,8.20266,0.0042160656
Feature_24886,8.202657,0.004216072
Feature_23830,8.202636,0.0042161206
Feature_26520,8.202634,0.0042161252
Feature_24208,8.202631,0.0042161318
Feature_22696,8.202589,0.004216229
Feature_23810,8.202559,0.0042162975
Feature_24250,8.202553,0.004216313
Feature_23326,8.202511,0.00421641
Feature_22738,8.202497,0.0042164433
Feature_24040,8.20247,0.004216505
Feature_24082,8.202467,0.0042165117
Feature_22718,8.202196,0.004217139
Feature_22822,8.2021675,0.0042172056
Feature_16992,8.202144,0.0042172605
Feature_23956,8.2021265,0.0042173006
Feature_26948,8.202117,0.0042173225
Feature_26936,8.20208,0.0042174086
Feature_26352,8.202076,0.0042174174
Feature_23116,8.202064,0.0042174463
Feature_23998,8.202052,0.004217473
Feature_22906,8.202023,0.0042175413
Feature_26184,8.202021,0.004217546
Feature_23368,8.202016,0.0042175567
Feature_23914,8.201989,0.0042176186
Feature_22780,8.201962,0.0042176805
Feature_24166,8.201932,0.0042177513
Feature_22948,8.201906,0.004217811
Feature_26310,8.201898,0.004217831
Feature_23536,8.201858,0.0042179236
Feature_26894,8.201774,0.0042181183
Feature_26852,8.201759,0.0042181513
Feature_23242,8.201755,0.0042181625
Feature_27230,8.201704,0.0042182794
Feature_27006,8.201697,0.0042182948
Feature_23578,8.201693,0.004218306
Feature_22864,8.201686,0.0042183213
Feature_26964,8.201684,0.004218326
Feature_23284,8.201683,0.0042183283
Feature_27048,8.201683,0.0042183283
Feature_23452,8.201673,0.0042183525
Feature_26478,8.201629,0.004218454
Feature_23074,8.201602,0.004218516
Feature_24520,8.201591,0.0042185425
Feature_27146,8.201303,0.0042192102
Feature_26226,8.201233,0.0042193714
Feature_23158,8.201214,0.0042194156
Feature_23410,8.201163,0.004219533
Feature_22990,8.201147,0.0042195707
Feature_25024,8.201053,0.0042197895
Feature_26922,8.201045,0.004219807
Feature_24562,8.201015,0.0042198757
Feature_23032,8.200974,0.0042199707
Feature_22798,8.200954,0.004220017
Feature_26906,8.200855,0.004220247
Feature_26142,8.200854,0.004220249
Feature_25066,8.200822,0.0042203246
Feature_25444,8.200766,0.004220455
Feature_24940,8.200707,0.00422059
Feature_27062,8.200678,0.0042206584
Feature_25276,8.200667,0.0042206827
Feature_26998,8.20064,0.004220747
Feature_24894,8.200586,0.004220871
Feature_27240,8.200538,0.0042209835
Feature_26268,8.2005205,0.004221023
Feature_22966,8.200481,0.004221114
Feature_26872,8.20033,0.0042214654
Feature_27104,8.200323,0.0042214813
Feature_23092,8.200321,0.0042214855
Feature_25192,8.200317,0.0042214943
Feature_26838,8.200272,0.0042216005
Feature_26864,8.200241,0.0042216713
Feature_23470,8.200207,0.004221751
Feature_22840,8.200206,0.004221753
Feature_24348,8.200176,0.0042218217
Feature_25780,8.199877,0.0042225164
Feature_27040,8.199872,0.0042225276
Feature_25108,8.1998625,0.0042225495
Feature_25052,8.199862,0.004222552
Feature_24898,8.199854,0.0042225695
Feature_24058,8.199847,0.004222585
Feature_22882,8.199844,0.0042225914
Feature_22962,8.199832,0.0042226203
Feature_26100,8.199831,0.0042226226
Feature_23554,8.19983,0.004222625
Feature_23750,8.199818,0.004222654
Feature_23386,8.199814,0.0042226627
Feature_24604,8.19981,0.0042226715
Feature_23428,8.199807,0.004222678
Feature_23764,8.199806,0.0042226803
Feature_23134,8.199801,0.004222691
Feature_24884,8.199767,0.0042227707
Feature_24394,8.19976,0.0042227865
Feature_24478,8.1997595,0.0042227884
Feature_26978,8.199759,0.0042227907
Feature_24646,8.199745,0.004222822
Feature_25848,8.199739,0.004222835
Feature_22836,8.19973,0.0042228573
Feature_22756,8.19973,0.0042228573
Feature_27198,8.199729,0.004222859
Feature_26956,8.199715,0.0042228927
Feature_22920,8.199711,0.0042229015
Feature_27178,8.199706,0.0042229122
Feature_23004,8.199703,0.0042229192
Feature_23008,8.199698,0.00422293
Feature_24978,8.1996975,0.0042229323
Feature_27136,8.19969,0.00422295
Feature_27166,8.199689,0.0042229523
Feature_24436,8.199686,0.004222959
Feature_27052,8.1996765,0.004222981
Feature_24100,8.199674,0.0042229877
Feature_23302,8.199651,0.004223041
Feature_24184,8.199651,0.004223041
Feature_24054,8.199619,0.004223114
Feature_26968,8.199618,0.004223116
Feature_23172,8.199615,0.004223125
Feature_25806,8.1995945,0.004223171
Feature_25738,8.199594,0.0042231735
Feature_22878,8.199588,0.004223187
Feature_27010,8.199571,0.0042232266
Feature_25020,8.199557,0.004223258
Feature_24012,8.199554,0.0042232643
Feature_26410,8.19955,0.0042232755
Feature_24170,8.199546,0.0042232843
Feature_22868,8.199537,0.0042233043
Feature_24856,8.199527,0.0042233285
Feature_23680,8.199518,0.0042233486
Feature_23708,8.199515,0.004223355
Feature_22910,8.1995,0.0042233905
Feature_23344,8.199497,0.004223397
Feature_26754,8.199493,0.004223406
Feature_23214,8.199487,0.004223421
Feature_23718,8.199484,0.004223428
Feature_27220,8.19946,0.004223483
Feature_25402,8.199451,0.004223503
Feature_24516,8.199449,0.00422351
Feature_23130,8.199448,0.004223512
Feature_23050,8.199439,0.004223532
Feature_22924,8.199435,0.004223541
Feature_16908,8.199428,0.0042235586
Feature_22952,8.199419,0.0042235786
Feature_22794,8.199416,0.004223585
Feature_26994,8.199415,0.0042235875
Feature_25136,8.199398,0.004223627
Feature_23260,8.199397,0.0042236294
Feature_23218,8.199396,0.0042236317
Feature_23256,8.199391,0.004223643
Feature_24226,8.1993885,0.0042236494
Feature_27020,8.199388,0.0042236517
Feature_23722,8.199376,0.0042236783
Feature_27094,8.199374,0.0042236825
Feature_23176,8.199356,0.004223725
Feature_24180,8.199354,0.004223729
Feature_22714,8.199342,0.004223758
Feature_26830,8.199333,0.004223778
Feature_23046,8.19933,0.0042237844
Feature_26796,8.199315,0.00422382
Feature_23088,8.199301,0.004223853
Feature_27208,8.1993,0.004223855
Feature_25528,8.199289,0.0042238794
Feature_26704,8.199288,0.0042238818
Feature_24222,8.199287,0.004223884
Feature_25318,8.199022,0.004224499
Feature_25734,8.198971,0.004224619
Feature_24730,8.198941,0.0042246873
Feature_24142,8.1989355,0.004224701
Feature_24632,8.198925,0.004224725
Feature_24138,8.198915,0.0042247493
Feature_23298,8.198905,0.0042247716
Feature_22826,8.198888,0.004224811
Feature_24306,8.198865,0.0042248643
Feature_23792,8.198861,0.004224873
Feature_27082,8.19886,0.0042248755
Feature_24016,8.198859,0.004224878
Feature_26712,8.198842,0.004224918
Feature_25822,8.198821,0.0042249663
Feature_24096,8.198821,0.0042249663
Feature_23078,8.198819,0.004224971
Feature_25104,8.198817,0.004224975
Feature_23382,8.198817,0.004224975
Feature_25818,8.198815,0.00422498
Feature_24352,8.198789,0.0042250417
Feature_24852,8.198781,0.0042250594
Feature_25974,8.198771,0.0042250813
Feature_27124,8.198766,0.004225095
Feature_24936,8.198764,0.004225099
Feature_22742,8.198757,0.004225115
Feature_23848,8.19875,0.0042251325
Feature_26868,8.19875,0.0042251325
Feature_22784,8.198729,0.004225181
Feature_24268,8.198701,0.004225245
Feature_23970,8.198689,0.0042252718
Feature_25764,8.198685,0.004225283
Feature_24758,8.19868,0.004225294
Feature_24716,8.198676,0.004225303
Feature_23676,8.19867,0.004225316
Feature_26574,8.198666,0.004225327
Feature_27114,8.198666,0.004225327
Feature_23974,8.198659,0.0042253425
Feature_23932,8.198628,0.004225414
Feature_26658,8.198622,0.004225429
Feature_24506,8.198593,0.0042254953
Feature_26058,8.198589,0.004225504
Feature_25906,8.198583,0.00422552
Feature_23162,8.19858,0.0042255265
Feature_23624,8.198569,0.0042255507
Feature_23466,8.1985445,0.0042256084
Feature_23424,8.198535,0.0042256303
Feature_24390,8.198534,0.0042256326
Feature_27156,8.1985235,0.0042256573
Feature_26242,8.198519,0.004225668
Feature_23288,8.198518,0.0042256704
Feature_10504,8.198504,0.0042257016
Feature_26700,8.198504,0.0042257016
Feature_26952,8.198493,0.004225728
Feature_23890,8.198476,0.0042257677
Feature_25776,8.198458,0.00422581
Feature_23340,8.198445,0.0042258385
Feature_25948,8.198436,0.004225861
Feature_25220,8.198436,0.004225861
Feature_24814,8.19842,0.0042258985
Feature_24310,8.198399,0.004225947
Feature_23634,8.198399,0.004225947
Feature_26746,8.198395,0.004225956
Feature_24688,8.198386,0.004225976
Feature_23550,8.198357,0.0042260448
Feature_24674,8.198342,0.004226078
Feature_26548,8.198328,0.004226111
Feature_26910,8.198328,0.004226111
Feature_27036,8.198313,0.0042261463
Feature_23596,8.198273,0.0042262394
Feature_26322,8.198269,0.0042262482
Feature_23638,8.198248,0.004226297
Feature_26742,8.198246,0.0042263013
Feature_26452,8.198242,0.00422631
Feature_26074,8.19822,0.0042263614
Feature_25990,8.198219,0.0042263633
Feature_26116,8.198219,0.0042263633
Feature_22700,8.198207,0.004226392
Feature_24800,8.198201,0.0042264056
Feature_26914,8.198188,0.0042264364
Feature_23512,8.198171,0.0042264764
Feature_24768,8.198129,0.0042265737
Feature_26200,8.198111,0.004226616
Feature_23508,8.198074,0.0042267
Feature_26406,8.198048,0.0042267623
Feature_26822,8.198045,0.004226769
Feature_23592,8.198044,0.004226771
Feature_26368,8.198041,0.0042267777
Feature_27250,8.198038,0.004226784
Feature_25902,8.198037,0.0042267866
Feature_26590,8.198016,0.0042268354
Feature_25864,8.198011,0.004226846
Feature_26620,8.197984,0.0042269104
Feature_24432,8.197969,0.004226944
Feature_26494,8.197909,0.004227083
Feature_24842,8.197616,0.0042277654
Feature_23802,8.197587,0.004227832
Feature_26032,8.197575,0.004227861
Feature_27078,8.197562,0.0042278897
Feature_26758,8.197558,0.0042278985
Feature_27030,8.197548,0.0042279228
Feature_24772,8.197547,0.004227925
Feature_26532,8.197541,0.004227938
Feature_26884,8.197525,0.004227976
Feature_25680,8.197502,0.004228029
Feature_26158,8.197482,0.0042280755
Feature_25440,8.197477,0.0042280867
Feature_25272,8.197465,0.0042281155
Feature_25696,8.197465,0.0042281155
Feature_26238,8.197463,0.00422812
Feature_25944,8.197462,0.004228122
Feature_25314,8.197457,0.0042281332
Feature_25890,8.197442,0.0042281686
Feature_23844,8.197441,0.004228171
Feature_26112,8.197439,0.004228175
Feature_23806,8.197435,0.0042281845
Feature_27204,8.19743,0.0042281975
Feature_27162,8.197422,0.004228215
Feature_26616,8.197406,0.004228253
Feature_25554,8.197395,0.004228277
Feature_27246,8.197393,0.004228282
Feature_26284,8.197386,0.0042282995
Feature_26326,8.197381,0.0042283107
Feature_26842,8.197357,0.004228366
Feature_23928,8.197354,0.0042283726
Feature_24264,8.197348,0.004228388
Feature_26662,8.19734,0.0042284057
Feature_24474,8.197334,0.004228419
Feature_26826,8.19732,0.004228452
Feature_23886,8.197301,0.0042284965
Feature_25062,8.197298,0.0042285034
Feature_26788,8.197292,0.0042285165
Feature_26280,8.197288,0.0042285277
Feature_26784,8.197282,0.004228541
Feature_26070,8.197282,0.004228541
Feature_26016,8.197282,0.004228541
Feature_26448,8.197262,0.0042285873
Feature_24726,8.197261,0.0042285896
Feature_25612,8.197252,0.0042286096
Feature_23760,8.197232,0.004228656
Feature_27120,8.197228,0.004228665
Feature_25596,8.197228,0.004228665
Feature_26800,8.197213,0.0042287004
Feature_24810,8.19717,0.0042288
Feature_26364,8.197158,0.004228829
Feature_25860,8.197151,0.0042288443
Feature_25188,8.197135,0.004228882
Feature_25722,8.1971245,0.0042289067
Feature_27072,8.197123,0.004228911
Feature_26926,8.19711,0.00422894
Feature_26490,8.197103,0.0042289575
Feature_26578,8.197086,0.004228995
Feature_26506,8.19708,0.0042290105
Feature_26196,8.197076,0.0042290194
Feature_26780,8.197055,0.0042290683
Feature_25692,8.197021,0.004229148
Feature_24558,8.19674,0.0042298
Feature_26154,8.196726,0.004229833
Feature_26536,8.196695,0.0042299037
Feature_25482,8.196645,0.0042300215
Feature_26716,8.196617,0.0042300858
Feature_25146,8.196601,0.0042301235
Feature_25356,8.196501,0.004230356
Feature_26628,8.1965,0.004230358
Feature_26738,8.196473,0.00423042
Feature_26674,8.196443,0.0042304914
Feature_25398,8.196421,0.004230542
Feature_25230,8.196392,0.0042306087
Feature_26342,8.196359,0.0042306865
Feature_25524,8.196336,0.0042307395
Feature_25932,8.196301,0.004230819
Feature_24600,8.196236,0.0042309724
Feature_25608,8.196065,0.004231369
Feature_26632,8.196049,0.004231407
Feature_25570,8.195969,0.004231593
Feature_25486,8.1959305,0.0042316816
Feature_25986,8.195909,0.004231733
Feature_26028,8.195906,0.0042317393
Feature_26384,8.195825,0.004231928
Feature_25428,8.195687,0.0042322474
Feature_25654,8.195684,0.004232254
Feature_25566,8.19565,0.0042323335
Feature_26670,8.195621,0.0042324024
Feature_25638,8.195607,0.0042324336
Feature_26464,8.195232,0.0042333053
Feature_26422,8.195175,0.0042334385
Feature_26586,8.195163,0.004233467
Feature_26988,8.195084,0.0042336513
Feature_25650,8.195083,0.0042336537
Feature_24714,8.195042,0.0042337487
Feature_25470,8.194929,0.004234011
Feature_26258,8.194862,0.004234166
Feature_24630,8.194839,0.0042342213
Feature_26426,8.194822,0.004234259
Feature_24882,8.194782,0.004234352
Feature_24756,8.194773,0.0042343745
Feature_26696,8.194734,0.0042344653
Feature_26300,8.194421,0.004235193
Feature_24798,8.194392,0.0042352597
Feature_16940,8.194253,0.004235584
Feature_16994,8.194142,0.0042358413
Feature_26468,8.19406,0.0042360323
Feature_25512,8.194035,0.0042360923
Feature_26510,8.193981,0.0042362167
Feature_25218,8.193773,0.0042367005
Feature_26946,8.193756,0.0042367405
Feature_24210,8.193747,0.004236763
Feature_25092,8.193683,0.0042369114
Feature_24168,8.193634,0.0042370246
Feature_25260,8.193559,0.0042372
Feature_25386,8.193527,0.0042372732
Feature_26552,8.193483,0.004237375
Feature_27182,8.193451,0.004237451
Feature_25344,8.193348,0.004237691
Feature_26380,8.19331,0.0042377794
Feature_24966,8.193307,0.0042377864
Feature_24840,8.193304,0.004237793
Feature_25008,8.193029,0.0042384323
Feature_24084,8.192943,0.004238635
Feature_24672,8.19292,0.004238688
Feature_24294,8.192901,0.004238732
Feature_24000,8.192816,0.00423893
Feature_24042,8.192811,0.0042389412
Feature_22908,8.192806,0.0042389524
Feature_24588,8.19278,0.0042390143
Feature_25302,8.192736,0.004239117
Feature_23370,8.192733,0.0042391233
Feature_23790,8.192681,0.0042392435
Feature_26654,8.192677,0.004239254
Feature_24378,8.192669,0.0042392723
Feature_26048,8.192662,0.0042392877
Feature_25134,8.192649,0.004239319
Feature_26090,8.192616,0.0042393943
Feature_24252,8.192606,0.0042394185
Feature_24924,8.192593,0.0042394497
Feature_26216,8.192579,0.004239481
Feature_25176,8.192537,0.0042395787
Feature_23916,8.192534,0.0042395853
Feature_26544,8.192516,0.0042396276
Feature_26174,8.192496,0.004239674
Feature_23958,8.192494,0.004239679
Feature_23832,8.192486,0.004239699
Feature_23160,8.192476,0.0042397208
Feature_23412,8.192441,0.004239803
Feature_23076,8.192099,0.004240601
Feature_23202,8.192077,0.0042406516
Feature_25922,8.192038,0.004240743
Feature_23874,8.19203,0.0042407606
Feature_26132,8.191998,0.0042408365
Feature_24126,8.19185,0.0042411806
Feature_24462,8.191753,0.004241405
Feature_22698,8.191741,0.004241434
Feature_26338,8.191721,0.004241481
Feature_25050,8.191712,0.004241501
Feature_23706,8.191703,0.004241523
Feature_23286,8.191618,0.004241721
Feature_27224,8.191567,0.0042418386
Feature_23580,8.191529,0.0042419275
Feature_25964,8.191491,0.0042420165
Feature_26594,8.191325,0.0042424034
Feature_25880,8.191249,0.0042425813
Feature_23454,8.191219,0.0042426502
Feature_23034,8.191209,0.0042426744
Feature_23748,8.191174,0.004242757
Feature_23328,8.191119,0.0042428835
Feature_26296,8.191083,0.004242968
Feature_24504,8.191041,0.0042430656
Feature_23244,8.191019,0.004243117
Feature_26502,8.190694,0.0042438754
Feature_26006,8.190649,0.0042439797
Feature_22992,8.190643,0.004243993
Feature_27014,8.190628,0.0042440286
Feature_27056,8.190612,0.0042440663
Feature_24420,8.1906,0.0042440933
Feature_23118,8.190592,0.0042441133
Feature_22824,8.190582,0.004244135
Feature_26904,8.19054,0.0042442335
Feature_23622,8.1905365,0.0042442423
Feature_24546,8.190526,0.0042442665
Feature_26862,8.1905155,0.004244291
Feature_22866,8.19048,0.004244373
Feature_22950,8.190466,0.0042444067
Feature_23496,8.190447,0.0042444514
Feature_23538,8.190349,0.0042446805
Feature_24336,8.190274,0.0042448537
Feature_27098,8.19026,0.0042448873
Feature_26972,8.190248,0.004244916
Feature_26888,8.190226,0.0042449674
Feature_23664,8.190219,0.0042449827
Feature_26930,8.190146,0.0042451518
Feature_26846,8.189843,0.0042458596
Feature_26804,8.189814,0.0042459285
Feature_26678,8.189781,0.004246004
Feature_26612,8.189778,0.004246011
Feature_22782,8.1897745,0.0042460198
Feature_27140,8.189646,0.00424632
Feature_16898,8.189576,0.0042464826
Feature_22740,8.18928,0.0042471746
Feature_26636,8.189212,0.0042473325
Feature_26762,8.189112,0.004247566
Feature_24438,8.188956,0.004247929
Feature_26720,8.188898,0.004248065
Feature_23766,8.188406,0.0042492137
Feature_23640,8.188402,0.0042492226
Feature_23346,8.188391,0.0042492496
Feature_24060,8.188385,0.0042492626
Feature_26460,8.188378,0.0042492785
Feature_24354,8.188367,0.004249305
Feature_24228,8.188366,0.0042493073
Feature_24266,8.188344,0.0042493585
Feature_24480,8.188339,0.0042493697
Feature_24270,8.188337,0.004249374
Feature_23976,8.188323,0.0042494074
Feature_24102,8.188267,0.0042495388
Feature_23598,8.188265,0.0042495434
Feature_23682,8.188256,0.0042495634
Feature_23934,8.1882305,0.0042496235
Feature_24144,8.18822,0.004249648
Feature_23724,8.188212,0.004249666
Feature_23808,8.188168,0.0042497707
Feature_24186,8.188133,0.0042498508
Feature_23514,8.188127,0.004249866
Feature_26254,8.188112,0.0042498996
Feature_24014,8.188093,0.0042499444
Feature_24018,8.188088,0.004249955
Feature_24392,8.188074,0.0042499886
Feature_23850,8.188041,0.004250067
Feature_24396,8.188027,0.004250098
Feature_24312,8.188012,0.0042501334
Feature_23892,8.187969,0.0042502335
Feature_26820,8.187965,0.0042502424
Feature_23388,8.187881,0.0042504384
Feature_23762,8.187867,0.004250472
Feature_24140,8.187585,0.0042511313
Feature_23930,8.187583,0.004251136
Feature_27176,8.187538,0.0042512408
Feature_23304,8.1875305,0.0042512584
Feature_23472,8.187514,0.004251296
Feature_23010,8.187512,0.004251301
Feature_23972,8.187443,0.0042514633
Feature_23136,8.187396,0.0042515723
Feature_27218,8.187374,0.0042516235
Feature_23430,8.187349,0.0042516817
Feature_23262,8.187195,0.0042520426
Feature_22968,8.187111,0.0042522387
Feature_23556,8.187054,0.0042523723
Feature_23220,8.187035,0.004252417
Feature_22758,8.187015,0.0042524636
Feature_26912,8.187005,0.004252486
Feature_24816,8.186998,0.0042525018
Feature_24308,8.1869955,0.0042525083
Feature_24098,8.186975,0.004252557
Feature_24350,8.186931,0.00425266
Feature_23804,8.186896,0.00425274
Feature_16952,8.186883,0.0042527714
Feature_24182,8.186864,0.004252816
Feature_26870,8.186826,0.004252905
Feature_26954,8.186773,0.0042530275
Feature_26156,8.186748,0.004253088
Feature_23888,8.186745,0.0042530946
Feature_26570,8.186733,0.004253121
Feature_22884,8.186707,0.0042531835
Feature_25754,8.186706,0.004253186
Feature_24434,8.186695,0.0042532105
Feature_25106,8.186671,0.004253266
Feature_25232,8.186652,0.0042533106
Feature_23094,8.186635,0.0042533507
Feature_22926,8.186615,0.0042533977
Feature_23052,8.186585,0.0042534666
Feature_27134,8.186583,0.0042534736
Feature_24476,8.186501,0.004253665
Feature_26212,8.186501,0.004253665
Feature_26618,8.186441,0.0042538033
Feature_23178,8.186153,0.0042544766
Feature_23846,8.186153,0.0042544766
Feature_26786,8.186123,0.004254548
Feature_25148,8.186121,0.0042545525
Feature_25190,8.186116,0.0042545637
Feature_26128,8.186114,0.004254568
Feature_25274,8.186113,0.00425457
Feature_24564,8.186108,0.0042545837
Feature_26450,8.186106,0.004254588
Feature_24522,8.186043,0.004254735
Feature_23678,8.186041,0.0042547397
Feature_23720,8.186005,0.0042548245
Feature_22716,8.186001,0.0042548333
Feature_22800,8.185994,0.0042548487
Feature_27038,8.185994,0.0042548487
Feature_24056,8.1859865,0.004254867
Feature_24224,8.185963,0.0042549227
Feature_24518,8.185958,0.0042549334
Feature_24896,8.185928,0.004255003
Feature_26664,8.185923,0.0042550163
Feature_27164,8.185914,0.0042550364
Feature_25712,8.185913,0.0042550387
Feature_27206,8.185865,0.00425515
Feature_26996,8.185842,0.004255206
Feature_23552,8.185816,0.004255266
Feature_26828,8.18581,0.0042552794
Feature_23468,8.185803,0.004255295
Feature_26580,8.185762,0.0042553907
Feature_25838,8.185759,0.0042553996
Feature_26622,8.185754,0.0042554107
Feature_26418,8.18575,0.0042554196
Feature_26744,8.185746,0.004255429
Feature_27122,8.1857395,0.0042554443
Feature_25400,8.185737,0.004255451
Feature_26660,8.185735,0.0042554555
Feature_22842,8.185727,0.004255473
Feature_26198,8.185716,0.0042555
Feature_26282,8.185708,0.004255518
Feature_26170,8.185698,0.0042555425
Feature_24774,8.185692,0.004255556
Feature_27050,8.185682,0.004255578
Feature_25022,8.185676,0.0042555938
Feature_25442,8.185622,0.0042557186
Feature_27080,8.185602,0.0042557656
Feature_24854,8.185564,0.0042558545
Feature_26240,8.185297,0.004256479
Feature_22838,8.185291,0.0042564925
Feature_26702,8.18527,0.004256542
Feature_24728,8.18527,0.004256542
Feature_25064,8.185252,0.004256584
Feature_23594,8.185242,0.0042566084
Feature_26030,8.185206,0.0042566913
Feature_22880,8.185204,0.004256698
Feature_24732,8.185185,0.00425674
Feature_23090,8.185126,0.0042568785
Feature_22796,8.185103,0.004256932
Feature_25670,8.185101,0.0042569386
Feature_26324,8.185077,0.0042569945
Feature_27248,8.185067,0.004257017
Feature_27084,8.185023,0.0042571193
Feature_27008,8.185008,0.004257155
Feature_24980,8.184956,0.004257278
Feature_25736,8.184942,0.0042573093
Feature_24606,8.1849375,0.0042573204
Feature_25358,8.184926,0.004257347
Feature_23426,8.184922,0.004257356
Feature_24812,8.18489,0.0042574317
Feature_23636,8.184874,0.00425747
Feature_25316,8.184871,0.0042574764
Feature_26916,8.184809,0.0042576212
Feature_24770,8.1847725,0.004257706
Feature_23510,8.184752,0.004257753
Feature_26534,8.184745,0.0042577707
Feature_26966,8.184684,0.0042579137
Feature_24560,8.184658,0.0042579737
Feature_22922,8.184656,0.0042579784
Feature_22754,8.184652,0.0042579873
Feature_23048,8.184625,0.004258052
Feature_26576,8.184605,0.004258099
Feature_27092,8.1846,0.00425811
Feature_26958,8.184584,0.004258148
Feature_25796,8.184578,0.0042581614
Feature_26366,8.184575,0.004258168
Feature_25698,8.184575,0.004258168
Feature_25568,8.184561,0.0042582015
Feature_25614,8.18453,0.004258273
Feature_26114,8.184524,0.0042582885
Feature_27126,8.184493,0.00425836
Feature_25946,8.184487,0.0042583733
Feature_23006,8.184427,0.004258514
Feature_22712,8.184365,0.004258659
Feature_26492,8.184357,0.004258679
Feature_24938,8.184326,0.0042587505
Feature_26072,8.184321,0.0042587616
Feature_26286,8.184298,0.0042588175
Feature_25610,8.184294,0.0042588264
Feature_25694,8.184293,0.0042588287
Feature_26778,8.184275,0.004258871
Feature_26706,8.18424,0.0042589516
Feature_23384,8.183878,0.0042597996
Feature_27042,8.183869,0.0042598196
Feature_27252,8.183862,0.004259838
Feature_25484,8.183838,0.004259893
Feature_25026,8.183807,0.004259965
Feature_24690,8.183796,0.0042599915
Feature_24644,8.183789,0.0042600073
Feature_26412,8.183787,0.004260012
Feature_25652,8.183763,0.0042600697
Feature_26874,8.183761,0.0042600743
Feature_26528,8.183726,0.0042601544
Feature_25904,8.183721,0.004260168
Feature_25988,8.183689,0.0042602415
Feature_23174,8.183665,0.0042602974
Feature_27168,8.183658,0.0042603156
Feature_26328,8.183647,0.00426034
Feature_23342,8.183646,0.004260342
Feature_16982,8.183638,0.004260362
Feature_23216,8.183604,0.0042604404
Feature_26202,8.18358,0.0042604962
Feature_26086,8.183563,0.0042605363
Feature_25862,8.183559,0.004260545
Feature_26832,8.183531,0.004260612
Feature_27000,8.1835165,0.0042606457
Feature_24686,8.183507,0.004260668
